Year,Date,Block,Sub_Plot,Treatment,ID,Group,Type,Species,Coverage
2,2023-10-30,2,19,W,2-19-W,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,19,W,2-19-W,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,19,W,2-19-W,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,19,W,2-19-W,Grass,Pasture Grass,Paspalum notatum,7
2,2023-10-30,2,19,W,2-19-W,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,19,W,2-19-W,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,19,W,2-19-W,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,2,20,C,2-20-C,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,20,C,2-20-C,Grass,Pasture Grass,Cynodon dactylon,8
2,2023-10-30,2,20,C,2-20-C,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,20,C,2-20-C,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,20,C,2-20-C,Forb,Ruderal Forb,Erigeron canadensis,2
2,2023-10-30,2,20,C,2-20-C,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,20,C,2-20-C,Grass,Pasture Grass,Paspalum notatum,9
2,2023-10-30,2,20,C,2-20-C,Forb,Obligate Forb,Pityopsis trayci,0
2,2023-10-30,2,20,C,2-20-C,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,20,C,2-20-C,Grass,Obligate Graminoid,Sorghastrum secundum,0
2,2023-10-30,2,21,LM,2-21-LM,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,21,LM,2-21-LM,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,21,LM,2-21-LM,Sedge,Ruderal Graminoid,Cyperus spp.,4
2,2023-10-30,2,21,LM,2-21-LM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,6
2,2023-10-30,2,21,LM,2-21-LM,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,21,LM,2-21-LM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,21,LM,2-21-LM,Grass,Pasture Grass,Paspalum notatum,6
2,2023-10-30,2,21,LM,2-21-LM,Forb,Obligate Forb,Pityopsis trayci,6
2,2023-10-30,2,21,LM,2-21-LM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,21,LM,2-21-LM,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,2,22,BM,2-22-BM,Grass,Andropogon virginicus,Andropogon virginicus,4
2,2023-10-30,2,22,BM,2-22-BM,Grass,Pasture Grass,Cynodon dactylon,7
2,2023-10-30,2,22,BM,2-22-BM,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,22,BM,2-22-BM,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,22,BM,2-22-BM,Forb,Ruderal Forb,Erigeron canadensis,5
2,2023-10-30,2,22,BM,2-22-BM,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,22,BM,2-22-BM,Grass,Pasture Grass,Paspalum notatum,6
2,2023-10-30,2,22,BM,2-22-BM,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,22,BM,2-22-BM,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,22,BM,2-22-BM,Grass,Obligate Graminoid,Sorghastrum secundum,4
2,2023-10-30,2,23,LH,2-23-LH,Grass,Andropogon virginicus,Andropogon virginicus,0
2,2023-10-30,2,23,LH,2-23-LH,Grass,Pasture Grass,Cynodon dactylon,0
2,2023-10-30,2,23,LH,2-23-LH,Sedge,Ruderal Graminoid,Cyperus spp.,0
2,2023-10-30,2,23,LH,2-23-LH,Forb,Obligate Forb,Dalea pinnata,4
2,2023-10-30,2,23,LH,2-23-LH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,9
2,2023-10-30,2,23,LH,2-23-LH,Forb,Ruderal Forb,Erigeron canadensis,0
2,2023-10-30,2,23,LH,2-23-LH,Forb,Ruderal Forb,Indigofera hirsuta,0
2,2023-10-30,2,23,LH,2-23-LH,Grass,Pasture Grass,Paspalum notatum,0
2,2023-10-30,2,23,LH,2-23-LH,Forb,Obligate Forb,Pityopsis trayci,8
2,2023-10-30,2,23,LH,2-23-LH,Forb,Ruderal Forb,Richardia spp.,0
2,2023-10-30,2,23,LH,2-23-LH,Grass,Obligate Graminoid,Sorghastrum secundum,7
2,2023-10-30,2,24,BH,2-24-BH,Grass,Andropogon virginicus,Andropogon virginicus,5
2,2023-10-30,2,24,BH,2-24-BH,Grass,Pasture Grass,Cynodon dactylon,6
2,2023-10-30,2,24,BH,2-24-BH,Sedge,Ruderal Graminoid,Cyperus spp.,3
2,2023-10-30,2,24,BH,2-24-BH,Forb,Obligate Forb,Dalea pinnata,5
2,2023-10-30,2,24,BH,2-24-BH,Grass,Eragrostis spectabilis,Eragrostis spectabilis,0
2,2023-10-30,2,24,BH,2-24-BH,Forb,Ruderal Forb,Erigeron canadensis,3
2,2023-10-30,2,24,BH,2-24-BH,Forb,Ruderal Forb,Indigofera hirsuta,6
2,2023-10-30,2,24,BH,2-24-BH,Grass,Pasture Grass,Paspalum notatum,5
2,2023-10-30,2,24,BH,2-24-BH,Forb,Obligate Forb,Pityopsis trayci,7
2,2023-10-30,2,24,BH,2-24-BH,Forb,Ruderal Forb,Richardia spp.,3
2,2023-10-30,2,24,BH,2-24-BH,Grass,Obligate Graminoid,Sorghastrum secundum,7
